Title,Land Size,Location,Total Price,Monthly Payment
House For Sale In Kesbewa,"Beds-3, Baths-3 Size-1600sqft",,"26,000,000","369,416"
Land For Sale In Pokunuwita,10 Perches,,"3,250,000","46,177"
Land For Sale In Alutgama,12.5 Perches,,"1,250,000","17,760"
Land For Sale In Panadura,6 Perches,,"4,050,000","57,544"
Land For Sale In Kirindiwela,10 Perches,,"2,700,000","38,362"
Land For Sale In Katunayake,10 Perches,,"3,500,000","49,729"
Land For Sale In Millaniya,12.5 Perches,,"1,875,000","26,641"
House For Sale In Talawatugoda,"Beds-5, Baths-4 Size-4200sqft",,,
House For Sale In Talawatugoda,"Beds-4, Baths-2 Size-3800sqft",,"58,000,000","824,081"
House For Sale In Battaramulla,"Beds-4, Baths-4 Size-4000sqft",,"130,000,000","1,847,078"
House For Sale In Nugegoda,"Beds-4, Baths-4 Size-4000sqft",,"125,000,000","1,776,037"
House For Sale In Malabe,"Beds-5, Baths-4 Size-3180sqft",,"54,000,000","767,248"
Building For Sale In Anuradhapura,2000sqft,,"15,000,000","213,124"
House For Sale In Battaramulla,"Beds-4, Baths-3 Size-3124sqft",,"110,000,000","1,562,913"
Land For Sale In Meegoda,7 Perches,,"3,325,000","47,243"
House For Rent In Gampaha,"Beds-3, Baths-2 Size-3000sqft",,,"75,000"
House For Sale In Battaramulla,"Beds-3, Baths-3 Size-2800sqft",,"55,000,000","781,456"
House For Sale In Malabe,"Beds-4, Baths-3 Size-1500sqft",,"35,000,000","497,290"
House For Sale In Mattegoda,"Beds-4, Baths-4 Size-2900sqft",,"28,500,000","404,936"
House For Sale In Athurugiriya,"Beds-3, Baths-2 Size-1320sqft",,"18,500,000","262,853"
House For Sale In Katugastota,"Beds-4, Baths-1 Size-1800sqft",,"14,000,000","198,916"
Land For Sale In Nugawela,10 Perches,,"5,000,000","71,041"
House For Sale In Kottawa,"Beds-5, Baths-4 Size-3500sqft",,"80,000,000","1,136,664"
House For Sale In Kundasale,"Beds-3, Baths-1 Size-2200sqft",,"16,000,000","227,333"
Land For Sale In Katugastota,15 Perches,,"7,000,000","99,458"
Land For Sale In Nawala,10 Perches,,"46,000,000","653,582"
House For Sale In Athurugiriya,"Beds-3, Baths-2 Size-1350sqft",,"24,500,000","348,103"
House For Sale In Katugastota,"Beds-4, Baths-1 Size-2200sqft",,"18,000,000","255,749"
Land For Sale In Meegoda,10.3 Perches,,"6,180,000","87,807"
House For Sale In Katugastota,"Beds-7, Baths-2 Size-5200sqft",,"70,000,000","994,581"
Land For Sale In Maharagama,7 Perches,,"10,500,000","149,187"
House For Sale In Kottawa,"Beds-4, Baths-3 Size-2500sqft",,"27,500,000","390,728"
House For Sale In Peradeniya,"Beds-6, Baths-4 Size-sqft",,"55,000,000","781,456"
House For Sale In Boralesgamuwa,"Beds-11, Baths-5 Size-2600sqft",,,
Land For Sale In Hokandara,13.9 Perches,,"22,240,000","315,993"
Land For Sale In Ratmalana,85 Perches,,,
Land For Sale In Gampaha,9 Perches,,"20,700,000","294,112"
Land For Sale In Athurugiriya,6 Perches,,"7,500,000","106,562"
House For Sale In Wattala,"Beds-3, Baths-3 Size-2800sqft",,"37,000,000","525,707"
House For Sale In Kotte,"Beds-4, Baths-2 Size-5400sqft",,"30,000,000",
House For Sale In Battaramulla,"Beds-4, Baths-4 Size-4500sqft",,"110,000,000","1,562,913"
House For Sale In Malabe,"Beds-5, Baths-4 Size-5400sqft",,"55,000,000","781,456"
House For Sale In Kolonnawa,"Beds-7, Baths-3 Size-3400sqft",,"34,500,000","490,186"
House For Rent In Kesbewa,"Beds-3, Baths-2 Size-1500sqft",,,"45,000"
Land For Sale In Gonapola Junction,10 Perches,,"3,500,000","49,729"
House For Sale In Malabe,"Beds-3, Baths-2 Size-2500sqft",,"24,500,000","348,103"
House For Sale In Negombo,"Beds-3, Baths-1 Size-2000sqft",,"15,000,000","213,124"
House For Sale In Talawatugoda,"Beds-9, Baths-8 Size-7000sqft",,"150,000,000","2,131,244"
House For Sale In Ja-Ela,"Beds-5, Baths-3 Size-5400sqft",,"37,000,000","525,707"
House For Sale In Hokandara,"Beds-4, Baths-2 Size-3250sqft",,"27,000,000","383,624"
House For Sale In Malabe,"Beds-3, Baths-1 Size-2000sqft",,"19,500,000","277,062"
Land For Sale In Uhumiya,15 Perches,,"3,600,000","51,150"
House For Sale In Talawatugoda,"Beds-4, Baths-2 Size-2250sqft",,"29,500,000","419,145"
House For Sale In Kelaniya,"Beds-5, Baths-4 Size-6500sqft",,"80,000,000","1,136,664"
House For Sale In Talawatugoda,"Beds-4, Baths-4 Size-4675sqft",,"125,000,000","1,776,037"
Land For Sale In Hikkaduwa,20 Perches,,"6,000,000","85,250"
Land For Sale In Weweldeniya,10 Perches,,"3,500,000","49,729"
Land For Sale In Pitipana Homagama,10 Perches,,"3,500,000","49,729"
